amfi_code,date,nav,daily_return
100016,2022-09-09,424.9639,0.005228103266748496
100016,2022-09-11,460.3808,0.08334096143225334
100016,2022-09-12,487.4889,0.05888190819425998
100016,2022-10-01,510.7136,0.04764149501660442
100016,2022-10-02,509.4161,-0.002540562851664818
100016,2022-10-03,520.3416,0.021447103850859905
100016,2022-10-05,511.4204,-0.017144890971623306
100016,2022-10-06,471.0598,-0.07891863523629483
100016,2022-10-08,412.293,-0.12475443669784603
100016,2022-10-10,422.2208,0.024079477458991416
100016,2022-10-11,451.9519,0.07041600034863271
100016,2022-11-01,513.5542,0.13630277912317657
100016,2022-11-02,512.826,-0.0014179613368949795
100016,2022-11-03,517.6372,0.009381739615386131
100016,2022-11-04,526.2264,0.016593088750190388
100016,2022-11-05,504.9889,-0.04035810442045484
100016,2022-11-07,447.4448,-0.1139512175416133
100016,2022-11-08,418.6311,-0.06439609980940664
100016,2022-11-10,422.5333,0.009321333269315168
100016,2022-11-11,453.9711,0.07440312988349085
100016,2022-12-01,512.3195,0.12852888653044214
100016,2022-12-04,527.7466,0.030112263929052085
100016,2022-12-05,495.8735,-0.06039470457981155
100016,2022-12-07,444.7739,-0.10304966891757672
100016,2022-12-08,415.5307,-0.0657484623086022
100016,2022-12-09,421.5737,0.014542848458609647
100016,2022-12-10,420.0881,-0.003523938993348019
100016,2022-12-12,488.4785,0.16280013644756908
100016,2023-01-02,487.5779,-0.001843684010657598
100016,2023-01-03,508.6667,0.04325216544884425
100016,2023-01-05,571.1134,0.12276545722375776
100016,2023-01-06,565.0931,-0.01054133907556698
100016,2023-01-08,575.2193,0.017919525118958113
100016,2023-01-09,576.8994,0.002920799076108871
100016,2023-01-11,578.126,0.002126193925665376
100016,2023-01-12,578.1473,3.6843179514578495e-05
100016,2023-02-01,470.8644,-0.18556326389485855
100016,2023-02-02,484.0122,0.027922688570212628
100016,2023-02-03,512.7785,0.0594330060275341
100016,2023-02-05,565.6753,0.10315721115452381
100016,2023-02-06,563.6716,-0.003542138042795906
100016,2023-02-08,569.2005,0.009808725506128102
100016,2023-02-10,582.5895,0.023522467039294614
100016,2023-02-11,582.6704,0.00013886278417296616
100016,2023-03-01,472.9663,-0.18827814146728572
100016,2023-03-02,478.2065,0.01107943631501862
100016,2023-03-03,514.5893,0.07608177638739755
100016,2023-03-04,567.2319,0.10230022272130412
100016,2023-03-05,566.404,-0.0014595441476404902
100016,2023-03-07,576.7654,0.01829330301339671
100016,2023-03-08,561.849,-0.025862161634522374
100016,2023-03-10,580.8402,0.033801252649733105
100016,2023-03-11,579.7325,-0.001907064972431316
100016,2023-04-01,474.0441,-0.18230545984570456
100016,2023-04-04,561.1622,0.18377636173512113
100016,2023-04-05,567.8622,0.01193950697320667
100016,2023-04-07,576.8293,0.015790978867760375
100016,2023-04-08,570.0239,-0.011797944383199588
100016,2023-04-09,573.398,0.005919225492124092
100016,2023-04-10,581.8024,0.014657184015291369
100016,2023-04-12,575.5467,-0.010752276030487451
100016,2023-05-01,478.8877,-0.16794293147715034
100016,2023-05-04,557.0355,0.16318606637840127
100016,2023-05-05,564.5686,0.01352355460289334
100016,2023-05-06,563.3934,-0.002081589376383808
100016,2023-05-07,577.0426,0.024226765879756362
100016,2023-05-09,575.8066,-0.0021419562437851036
100016,2023-05-10,581.7779,0.010370322257508002
100016,2023-05-12,574.0293,-0.01331882837075804
100016,2023-06-01,481.1631,-0.16177954679316897
100016,2023-06-02,478.7459,-0.005023660376283989
100016,2023-06-03,521.7123,0.0897478182058582
100016,2023-06-04,550.7921,0.05573914971910754
100016,2023-06-06,564.4191,0.024740732483272687
100016,2023-06-07,580.8301,0.029075911853443825
100016,2023-06-09,582.0642,0.0021247177100498504
100016,2023-06-10,578.7012,-0.00577771318009257
100016,2023-06-11,581.5232,0.004876437097417474
100016,2023-06-12,587.8432,0.010868010081111157
100016,2023-07-02,482.6505,-0.17894686882488386
100016,2023-07-03,522.3246,0.08220047425621657
100016,2023-07-04,557.6109,0.06755626673528292
100016,2023-07-06,560.929,0.005950565170085298
100016,2023-07-07,584.1654,0.041424850560409565
100016,2023-07-08,567.2493,-0.028957723274949276
100016,2023-07-09,582.2461,0.02643775849525065
100016,2023-07-11,579.9607,-0.003925144367647904
100016,2023-07-12,589.7144,0.016817863693177726
100016,2023-08-02,475.7347,-0.19327949258149368
100016,2023-08-03,527.3425,0.10848020966307481
100016,2023-08-05,561.939,0.06560537032384084
100016,2023-08-06,562.2606,0.0005723041113003813
100016,2023-08-08,573.2563,0.019556234244405557
100016,2023-08-09,589.1525,0.02772965600203614
100016,2023-08-11,579.3189,-0.016691094411039664
100016,2023-08-12,588.0119,0.015005552209672368
100016,2023-09-01,477.7684,-0.18748515123588483
100016,2023-09-02,479.4358,0.0034899754776582803
100016,2023-09-03,540.0526,0.1264336121749774
100016,2023-09-05,563.3736,0.04318283070945306
100016,2023-09-06,570.1945,0.012107241091879217
100016,2023-09-08,572.7737,0.004523368780302128
100016,2023-09-10,584.0455,0.019679325360085542
100016,2023-09-11,567.0393,-0.02911793687306885
100016,2023-10-01,487.2879,-0.14064527802570304
100016,2023-10-02,483.1532,-0.008485127580635465
100016,2023-10-03,543.1889,0.12425810281293792
100016,2023-10-04,565.5706,0.041204266140195456
100016,2023-10-05,558.0581,-0.013283045476550681
100016,2023-10-07,583.3333,0.04529134152877634
100016,2023-10-08,572.2513,-0.01899771537129802
100016,2023-10-10,584.996,0.022271159541271457
100016,2023-10-11,566.2233,-0.03209030489097364
100016,2023-11-01,488.3757,-0.137485688066881
100016,2023-11-04,567.4627,0.16193885158495824
100016,2023-11-05,560.0718,-0.013024468392371813
100016,2023-11-07,583.962,0.04265560237098165
100016,2023-11-08,574.7646,-0.015749997431339757
100016,2023-11-09,595.1135,0.03540388534714922
100016,2023-11-10,582.8431,-0.020618587882815675
100016,2023-11-12,576.9838,-0.010052962795647824
100016,2023-12-01,487.9931,-0.1542343129911099
100016,2023-12-04,573.9037,0.1760488006900096
100016,2023-12-05,555.9534,-0.03127754708673247
100016,2023-12-06,566.5874,0.01912750241297201
100016,2023-12-07,582.3508,0.0278216564646514
100016,2023-12-09,589.7951,0.012783188414955404
100016,2023-12-10,576.473,-0.02258767493999203
100016,2023-12-12,584.4006,0.013751901650207454
100016,2024-01-01,595.6357,0.01922499737337713
100016,2024-01-02,617.8723,0.03733255075207875
100016,2024-01-03,610.7152,-0.011583461501672776
100016,2024-01-04,641.8287,0.05094600560130158
100016,2024-01-05,634.7763,-0.010987978568113288
100016,2024-01-07,640.5906,0.00915960473004418
100016,2024-01-08,646.1817,0.008728039406135535
100016,2024-01-10,564.4593,-0.1264696911101011
100016,2024-01-11,554.1093,-0.018336131586458082
100016,2024-02-01,599.8546,0.08255645591943694
100016,2024-02-02,611.7323,0.019800965100542633
100016,2024-02-04,646.0847,0.056155936183196475
100016,2024-02-05,624.0991,-0.034028974838747894
100016,2024-02-07,636.3365,0.019608103905293106
100016,2024-02-08,643.3834,0.011074172234344593
100016,2024-02-09,609.337,-0.05291774702300378
100016,2024-02-10,562.3501,-0.07711151628737467
100016,2024-02-12,587.1478,0.044096551240943915
100016,2024-03-01,599.6775,0.021339942004381163
100016,2024-03-04,643.8872,0.07372245915512932
100016,2024-03-05,616.2197,-0.042969482853518426
100016,2024-03-06,667.9269,0.08391033262974235
100016,2024-03-07,634.6149,-0.04987372121110856
100016,2024-03-09,605.5466,-0.04580462891747428
100016,2024-03-10,565.2797,-0.06649678158543038
100016,2024-03-12,592.0396,0.04733921985877054
100016,2024-04-01,594.2894,0.00380008364305362
100016,2024-04-03,614.9028,0.03468579449675513
100016,2024-04-04,645.0099,0.04896237258961911
100016,2024-04-06,659.8477,0.023003988000804387
100016,2024-04-07,637.7724,-0.03345514427041285
100016,2024-04-09,603.3994,-0.05389540218422739
100016,2024-04-10,562.2719,-0.06815966340039459
100016,2024-04-11,554.9236,-0.013068944046465747
100016,2024-04-12,588.3799,0.06028992099092578
100016,2024-05-01,592.485,0.0069769548551879
100016,2024-05-02,615.7225,0.03922040220427503
100016,2024-05-03,627.9635,0.019880709248078388
100016,2024-05-04,645.0859,0.027266552912709185
100016,2024-05-06,657.1955,0.0187720736106618
100016,2024-05-07,641.0427,-0.024578378884213437
100016,2024-05-08,646.6154,0.008693180657076471
100016,2024-05-09,591.8348,-0.08471898442257952
100016,2024-05-11,550.7883,-0.0693546577524673
100016,2024-05-12,587.0969,0.06592115337235738
100016,2024-06-02,611.0129,0.04073603522689351
100016,2024-06-03,625.3634,0.023486410843371663
100016,2024-06-05,621.4418,-0.006270913839857006
100016,2024-06-06,656.8013,0.056899133595454954
100016,2024-06-08,642.3191,-0.022049590949347886
100016,2024-06-09,593.8972,-0.07538605032918999
100016,2024-06-11,555.748,-0.06423535925072543
100016,2024-06-12,588.1537,0.058310061394732715
100016,2024-07-02,605.2447,0.029058730736540417
100016,2024-07-03,630.9909,0.04253849723921599
100016,2024-07-05,627.9608,-0.004802129476035311
100016,2024-07-06,659.692,0.05053054267081647
100016,2024-07-08,651.2134,-0.01285236140501933
100016,2024-07-10,562.7485,-0.13584625254947136
100016,2024-07-11,559.2982,-0.0061311580572850355
100016,2024-08-01,593.2328,0.060673536943262274
100016,2024-08-02,603.7079,0.017657654802633926
100016,2024-08-03,630.7261,0.04475376253979779
100016,2024-08-04,640.17,0.014973060414021244
100016,2024-08-05,625.451,-0.02299233016230051
100016,2024-08-07,648.9807,0.037620373138743
100016,2024-08-08,659.3693,0.016007563861298202
100016,2024-08-10,561.4784,-0.14846141608352104
100016,2024-08-11,554.5459,-0.012346868552735035
100016,2024-09-01,598.3226,0.07894152675188826
100016,2024-09-02,600.907,0.0043194089609854824
100016,2024-09-04,639.8586,0.06482134506670745
100016,2024-09-05,629.5556,-0.016101995034527916
100016,2024-09-07,648.8447,0.030639231864508787
100016,2024-09-08,657.0006,0.012569879972819331
100016,2024-09-09,592.7756,-0.09775485745370693
100016,2024-09-10,562.4094,-0.05122714227778613
100016,2024-09-12,584.8165,0.03984126154363721
100016,2024-10-01,597.6632,0.021967061462869086
100016,2024-10-04,639.3782,0.06979683540830361
100016,2024-10-05,637.6509,-0.002701530956169651
100016,2024-10-06,667.4546,0.04673983836610285
100016,2024-10-07,650.9364,-0.024748050279374767
100016,2024-10-09,598.1777,-0.08105046821778605
100016,2024-10-10,551.0083,-0.07885516293903971
100016,2024-10-12,593.9167,0.07787251117632898
100016,2024-11-01,591.6287,-0.003852392094716328
100016,2024-11-03,637.9534,0.07830029205817768
100016,2024-11-04,638.7775,0.0012917871430735417
100016,2024-11-06,667.6553,0.04520791668460444
100016,2024-11-07,648.7629,-0.02829663750141742
100016,2024-11-09,592.7168,-0.08638918779110194
100016,2024-11-10,542.4682,-0.0847767432946055
100016,2024-11-11,556.7015,0.02623803570421268
100016,2024-11-12,594.98,0.0687594698415579
100016,2024-12-01,592.2302,-0.00462166795522545
100016,2024-12-02,600.0432,0.013192505211655936
100016,2024-12-03,638.2393,0.06365558346465727
100016,2024-12-04,639.2861,0.0016401371711207702
100016,2024-12-06,659.6735,0.031890885786504564
100016,2024-12-07,650.1403,-0.014451391483817355
100016,2024-12-08,653.7051,0.005483124181042243
100016,2024-12-09,589.7935,-0.09776824442703602
100016,2024-12-11,561.9091,-0.04727824230005928
100016,2024-12-12,581.2624,0.03444204765503889
100016,2025-01-01,602.0925,0.03583596668217326
100016,2025-01-04,615.6043,0.02244140227622826
100016,2025-01-05,633.1555,0.02851052209999172
100016,2025-01-07,616.4268,-0.026421155624487214
100016,2025-01-08,604.7042,-0.019017018727933266
100016,2025-01-09,569.0184,-0.059013646672207654
100016,2025-01-10,608.0862,0.06865823671079863
100016,2025-01-12,622.9217,0.02439703449938513
100016,2025-02-01,609.1095,-0.022173252272316035
100016,2025-02-04,612.6292,0.005778435568645657
100016,2025-02-05,632.225,0.03198639568600403
100016,2025-02-06,591.524,-0.06437739728735814
100016,2025-02-07,621.4637,0.05061451437304321
100016,2025-02-09,567.2401,-0.08725143560275528
100016,2025-02-10,602.8195,0.06272370377200054
100016,2025-02-12,623.4274,0.03418585496985438
100016,2025-03-01,605.7497,-0.028355667396075424
100016,2025-03-02,571.1287,-0.057153969700686535
100016,2025-03-03,632.5999,0.10763108210110972
100016,2025-03-04,603.4761,-0.046038262098998195
100016,2025-03-06,601.2816,-0.00363643232930011
100016,2025-03-07,607.1131,0.009698450775809553
100016,2025-03-09,567.6949,-0.06492727631803707
100016,2025-03-10,612.6945,0.07926722611036308
100016,2025-03-11,603.8595,-0.01441991073854898
100016,2025-03-12,611.6688,0.012932312897288245
100016,2025-04-02,570.8787,-0.06668657940375589
100016,2025-04-03,629.5389,0.10275422782457988
100016,2025-04-04,613.1294,-0.026065903155468195
100016,2025-04-06,597.0806,-0.026175225001443425
100016,2025-04-07,603.5816,0.010887977268060567
100016,2025-04-08,605.7814,0.003644577634573265
100016,2025-04-09,575.36,-0.05021844513548934
100016,2025-04-11,600.1017,0.04300212041156848
100016,2025-04-12,605.7119,0.009348748720425126
100016,2025-05-02,576.8028,-0.04772747571906699
100016,2025-05-03,624.29,0.08232831047283384
100016,2025-05-05,619.4211,-0.007799099777346941
100016,2025-05-06,593.8721,-0.04124657684408872
100016,2025-05-08,603.3426,0.01594703640733397
100016,2025-05-09,574.1842,-0.048328097502148726
100016,2025-05-11,599.0122,0.04324047927476937
100016,2025-05-12,600.1903,0.001966737906172744
100016,2025-06-01,610.4627,0.017115238283591072
100016,2025-06-02,580.5988,-0.048920106011391074
100016,2025-06-03,626.0114,0.0782168340685514
100016,2025-06-05,620.7946,-0.008333394567574981
100016,2025-06-06,589.0741,-0.051096610698610934
100016,2025-06-08,598.7474,0.01642119387017682
100016,2025-06-10,622.169,0.03911766464455635
100016,2025-06-11,601.2576,-0.03361048203944583
100016,2025-07-01,605.6767,0.007349761566423307
100016,2025-07-02,588.1256,-0.02897767076065505
100016,2025-07-03,616.5078,0.0482587392897027
100016,2025-07-04,606.5091,-0.01621828628932187
100016,2025-07-05,623.1197,0.027387223044138986
100016,2025-07-07,598.9916,-0.038721452716067306
100016,2025-07-08,589.8535,-0.015255806592279209
100016,2025-07-10,617.6566,0.04713560231481195
100016,2025-07-11,591.3549,-0.04258304695521753
100016,2025-08-01,609.72,0.03105596994292248
100016,2025-08-04,607.1349,-0.004239814997047842
100016,2025-08-05,623.226,0.026503335584892262
100016,2025-08-07,592.712,-0.04896137195816608
100016,2025-08-08,586.5509,-0.010394761705516342
100016,2025-08-09,579.9402,-0.011270462631631673
100016,2025-08-10,618.7786,0.06696966342391852
100016,2025-08-12,604.8694,-0.02247847614639542
100016,2025-09-01,607.2615,0.003954737997987623
100016,2025-09-04,612.357,0.00839094854523137
100016,2025-09-05,619.9585,0.012413510419575502
100016,2025-09-06,598.8008,-0.03412760692852823
100016,2025-09-07,591.8947,-0.011533217724492117
100016,2025-09-09,587.597,-0.007260919889973572
100016,2025-09-10,615.3936,0.04730555125366531
100016,2025-09-12,609.8544,-0.00900106858439853
100016,2025-10-01,602.1167,-0.012687782526452196
100016,2025-10-02,586.8593,-0.02533960609297181
100016,2025-10-03,615.2618,0.048397460856460794
100016,2025-10-04,614.9559,-0.0004971867260408214
100016,2025-10-06,602.0383,-0.021005733907098034
100016,2025-10-07,594.2182,-0.012989372935243493
100016,2025-10-09,595.3841,0.001962073864449021
100016,2025-10-10,619.0594,0.039764750183956865
100016,2025-10-11,579.3457,-0.0641516791441985
100016,2025-10-12,611.9152,0.0562177297596238
100016,2025-11-02,594.1742,-0.028992579363937954
100016,2025-11-03,616.911,0.03826621889674753
100016,2025-11-04,614.9496,-0.0031793889231994665
100016,2025-11-06,597.3941,-0.02854786798788067
100016,2025-11-07,598.2205,0.0013833414156585455
100016,2025-11-08,589.3075,-0.014899188509922334
100016,2025-11-09,597.1891,0.013374341918268584
100016,2025-11-11,581.4167,-0.026411064769936488
100016,2025-11-12,616.6968,0.06067954360444072
100016,2025-12-02,593.4682,-0.037666159448208614
100016,2025-12-03,615.7616,0.037564607505507386
100016,2025-12-05,609.1676,-0.0107086898565939
100016,2025-12-06,603.5621,-0.009201901086006603
100016,2025-12-08,585.9678,-0.029150770069890086
100016,2025-12-09,587.2409,0.0021726449815160365
100016,2025-12-11,584.2463,-0.005099440451099335
100016,2025-12-12,616.1225,0.054559523954195166
100016,2026-01-01,622.9979,0.0111591444883119
100016,2026-01-04,595.8464,-0.04358200886391417
100016,2026-01-05,591.401,-0.007460647576288171
100016,2026-02-01,622.2198,0.05211151147867521
100016,2026-02-02,601.1103,-0.033926114212373015
100016,2026-02-03,583.2852,-0.02965362596515153
100016,2026-02-04,592.9127,0.016505647666013035
100016,2026-03-02,591.0903,-0.0030736396774769803
100016,2026-03-03,588.3824,-0.004581195123655402
100016,2026-03-04,597.938,0.01624045858611689
100016,2026-04-02,583.7204,-0.023777716084276257
100016,2026-04-03,579.5656,-0.0071177913261212256
100016,2026-04-05,592.6827,0.022632640722637598
100016,2026-05-01,630.2706,0.063419937852075
100016,2026-05-02,584.0094,-0.07339894959403137
100016,2026-05-03,576.9157,-0.012146551065787659
100016,2026-05-05,592.757,0.02745860443735526
100016,2026-06-01,639.2139,0.07837427478713876
100016,2026-06-02,581.5162,-0.09026352524561798
100016,2026-06-03,575.9015,-0.009655277015498398
100016,2026-06-04,593.9053,0.031261943231611466
100016,2026-06-05,589.2624,-0.00781757630383173
100016,2026-07-01,648.4742,0.10048460583943597
100016,2026-07-04,603.9669,-0.06863387934323373
100016,2026-07-05,588.5845,-0.02546894540081579
100016,2026-08-01,647.1965,0.09958128357100793
100016,2026-08-04,614.6702,-0.050257224815029145
100016,2026-08-05,589.8254,-0.04041972426839646
100016,2026-09-01,654.5969,0.10981470109629066
100016,2026-09-02,592.128,-0.09543109660311555
100016,2026-09-03,572.9747,-0.03234655344790327
100016,2026-09-04,616.3815,0.07575692260059652
100016,2026-10-02,602.0931,-0.023181098069945172
100016,2026-10-03,570.4206,-0.052603990977475146
100016,2026-10-04,616.6369,0.08102144277398104
100016,2026-11-02,597.8104,-0.030530933195856425
100016,2026-11-03,580.2107,-0.029440270694521153
100016,2026-11-05,585.904,0.009812469849315164
100016,2026-12-01,649.4764,0.10850309948387449
100016,2026-12-02,601.0649,-0.0745392750221564
100016,2026-12-03,576.1702,-0.0414176572280297
100016,2026-12-05,578.6237,0.004258290345456883
100025,2022-01-03,26.5866,0.01438404248824865
100025,2022-01-04,26.7939,0.007797160975829831
100025,2022-01-06,27.3702,0.021508626963600008
100025,2022-01-07,27.5292,0.005809237784159427
100025,2022-01-08,27.5278,-5.08550920477191e-05
100025,2022-01-09,27.5147,-0.00047588256235508997
100025,2022-01-11,27.4542,-0.002198824628289686
100025,2022-01-12,27.3406,-0.0041378004094091425
100025,2022-02-02,26.239,-0.04029172732127306
100025,2022-02-03,26.6673,0.016323030603300426
100025,2022-02-05,27.2133,0.02047451373029885
100025,2022-02-06,27.3484,0.004964484277908188
100025,2022-02-08,27.6284,0.010238258910941767
100025,2022-02-09,27.5384,-0.00325751762678983
100025,2022-02-11,27.5075,-0.0011220695465240516
100025,2022-02-12,27.3229,-0.006710897028083251
100025,2022-03-01,26.3169,-0.036818932104571656
100025,2022-03-02,26.2091,-0.004096227139214759
100025,2022-03-03,26.6507,0.01684910966038511
100025,2022-03-05,27.1173,0.017507982904764186
100025,2022-03-06,27.4721,0.013083898470718003
100025,2022-03-08,27.6905,0.007949883700190341
100025,2022-03-10,27.3111,-0.013701449955761058
100025,2022-03-11,27.4822,0.0062648520198747
100025,2022-04-01,26.2234,-0.04580419325963703
100025,2022-04-02,26.226,9.914808911104522e-05
100025,2022-04-03,26.7066,0.01832532601235415
100025,2022-04-04,26.7884,0.003062913287352087
100025,2022-04-05,27.1011,0.011672962924250685
100025,2022-04-07,27.6139,0.018921741183937302
100025,2022-04-08,27.7036,0.003248364048540786
100025,2022-04-10,27.3433,-0.013005529967224594
100025,2022-04-11,27.6031,0.009501413508976597
100025,2022-05-01,26.2221,-0.050030612503668026
100025,2022-05-04,26.8821,0.025169608841397073
100025,2022-05-05,27.2195,0.012551102778428636
100025,2022-05-07,27.6047,0.014151619243557123
100025,2022-05-08,27.7131,0.0039268675261820984
100025,2022-05-09,27.5403,-0.006235318315165106
100025,2022-05-10,27.4134,-0.004607792943431943
100025,2022-05-12,27.3115,-0.00371716022091384
100025,2022-06-01,26.1728,-0.04169305970012638
100025,2022-06-04,26.9045,0.02795650446264819
100025,2022-06-05,27.1821,0.010317976546674323
100025,2022-06-06,27.3924,0.00773670908428703
100025,2022-06-07,27.5197,0.004647274426483383
100025,2022-06-09,27.5091,-0.0003851786174994265
100025,2022-06-10,27.3945,-0.004165894195011788
100025,2022-06-12,27.2938,-0.0036759203489751258
100025,2022-07-01,26.2261,-0.03911877422711396
100025,2022-07-02,26.2716,0.0017349129302488553
100025,2022-07-03,26.6564,0.01464699523439772
100025,2022-07-04,26.9702,0.011772032232409302
100025,2022-07-06,27.332,0.013414805971034838
100025,2022-07-07,27.57,0.008707741841065486
100025,2022-07-09,27.4514,-0.004301777294160369
100025,2022-07-10,27.4516,7.285602920070744e-06
100025,2022-07-11,27.4827,0.0011329030001894225
100025,2022-07-12,27.296,-0.006793364552973413
100025,2022-08-02,26.3428,-0.034920867526377464
100025,2022-08-03,26.6325,0.010997312358595135
100025,2022-08-04,26.9786,0.012995400356706988
100025,2022-08-06,27.2925,0.01163514785793196
100025,2022-08-07,27.6175,0.01190803334249324
100025,2022-08-08,27.7744,0.00568118041097132
100025,2022-08-09,27.5376,-0.008525836741747783
100025,2022-08-11,27.4545,-0.0030176921736099205
100025,2022-08-12,27.3613,-0.003394707607131786
100025,2022-09-02,26.4029,-0.03502757544414925
100025,2022-09-03,26.7409,0.01280162406402341
100025,2022-09-05,27.1681,0.015975528123585825
100025,2022-09-06,27.2422,0.002727463458983115
100025,2022-09-08,27.7549,0.018820065927127816
100025,2022-09-09,27.5476,-0.007468951428396431
100025,2022-09-11,27.3788,-0.006127575541971075
100025,2022-09-12,27.3923,0.0004930822388125033
100025,2022-10-01,26.4042,-0.03607218086834618
100025,2022-10-02,26.399,-0.000196938365865984
100025,2022-10-03,26.7302,0.012545929770066966
100025,2022-10-05,27.1388,0.015286080912226607
100025,2022-10-06,27.2316,0.0034194584874791545
100025,2022-10-08,27.6315,0.014685145198960026
100025,2022-10-10,27.4118,-0.00795107033639142
100025,2022-10-11,27.4151,0.00012038611109077557
100025,2022-11-01,26.445,-0.03538560866092044
100025,2022-11-02,26.3968,-0.0018226507846473838
100025,2022-11-03,26.6122,0.008160080009698145
100025,2022-11-04,27.0582,0.016759230728763397
100025,2022-11-05,27.1406,0.0030452875653221856
100025,2022-11-07,27.6304,0.018046763888786677
100025,2022-11-08,27.6737,0.0015671144825988303
100025,2022-11-10,27.3223,-0.012697976779397102
100025,2022-11-11,27.3461,0.000871083327538269
100025,2022-12-01,26.3202,-0.03751540439038836
100025,2022-12-04,27.0931,0.029365278379343662
100025,2022-12-05,27.1085,0.0005684104070777796
100025,2022-12-07,27.6214,0.018920264861574942
100025,2022-12-08,27.6028,-0.0006733909215319578
100025,2022-12-09,27.6627,0.0021700697030737626
100025,2022-12-10,27.2409,-0.015247969287162877
100025,2022-12-12,27.4347,0.00711430239089017
100025,2023-01-02,28.314,0.0320506511826264
100025,2023-01-03,28.1342,-0.006350215441124574
100025,2023-01-05,28.2997,0.00588252020672364
100025,2023-01-06,28.6024,0.010696226461764491
100025,2023-01-08,27.6215,-0.03429432495175222
100025,2023-01-09,28.4944,0.03160219394312391
100025,2023-01-11,28.5435,0.0017231456005391
100025,2023-01-12,28.5126,-0.0010825582006411816
100025,2023-02-01,27.5147,-0.03499856203923868
100025,2023-02-02,28.2132,0.02538642979934358
100025,2023-02-03,28.0243,-0.006695447521018583
100025,2023-02-05,28.4062,0.013627459026630317
100025,2023-02-06,28.6251,0.00770606416908981
100025,2023-02-08,27.6071,-0.03556319453905843
100025,2023-02-10,28.6255,0.036889061147313607
100025,2023-02-11,28.5119,-0.003968489633368821
100025,2023-03-01,27.6005,-0.031965600328283994
100025,2023-03-02,28.2434,0.023293056285212277
